Insurance Validity,Seats,c_id
Third Party insurance,5,7569
Third Party insurance,5,7570
Third Party insurance,7,7571
Third Party insurance,5,7572
Third Party insurance,5,7573
Third Party,5,7574
Zero Dep,5,7575
Third Party insurance,5,7576
Comprehensive,5,7577
Zero Dep,5,7578
Third Party insurance,5,7579
Comprehensive,5,7580
Third Party insurance,5,7581
Third Party insurance,5,7582
Third Party,5,7583
Third Party insurance,5,7584
Third Party insurance,5,7585
Comprehensive,5,7586
Third Party insurance,7,7587
Third Party insurance,5,7588
Third Party insurance,7,7589
Third Party insurance,5,7590
Third Party insurance,5,7591
Third Party insurance,5,7592
Third Party insurance,5,7593
Zero Dep,5,7594
Comprehensive,5,7595
Third Party insurance,5,7596
Comprehensive,5,7597
Comprehensive,5,7598
Third Party insurance,5,7599
Comprehensive,5,7600
Third Party insurance,5,7601
Comprehensive,5,7602
Third Party insurance,5,7603
Third Party insurance,5,7604
Third Party,5,7605
Third Party insurance,5,7606
Third Party insurance,5,7607
Third Party,5,7608
Comprehensive,7,7609
Third Party insurance,5,7610
Third Party insurance,5,7611
Third Party,5,7612
Third Party insurance,5,7613
Comprehensive,5,7614
Comprehensive,5,7615
Comprehensive,7,7616
Comprehensive,5,7617
Comprehensive,5,7618
Comprehensive,5,7619
Comprehensive,5,7620
Third Party insurance,5,7621
Third Party insurance,5,7622
Third Party insurance,5,7623
Comprehensive,5,7624
Third Party insurance,5,7625
Third Party insurance,5,7626
Third Party insurance,4,7627
Third Party insurance,5,7628
Third Party insurance,5,7629
Third Party insurance,5,7630
Comprehensive,5,7631
Comprehensive,5,7632
Third Party insurance,5,7633
Third Party,5,7634
Comprehensive,5,7635
Third Party insurance,5,7636
Comprehensive,5,7637
Third Party insurance,7,7638
Third Party,5,7639
Comprehensive,5,7640
Third Party insurance,7,7641
Third Party insurance,7,7642
Comprehensive,5,7643
Third Party insurance,5,7644
Third Party insurance,5,7645
Third Party insurance,5,7646
Third Party insurance,5,7647
Third Party insurance,5,7648
Third Party insurance,7,7649
Third Party insurance,5,7650
Comprehensive,5,7651
Comprehensive,7,7652
Third Party insurance,5,7653
Third Party insurance,5,7654
Comprehensive,5,7655
Comprehensive,5,7656
Third Party insurance,5,7657
Comprehensive,5,7658
Third Party,5,7659
Third Party insurance,5,7660
Third Party insurance,5,7661
Third Party insurance,7,7662
Third Party insurance,5,7663
Third Party insurance,5,7664
Third Party insurance,5,7665
Third Party insurance,5,7666
Third Party insurance,5,7667
Comprehensive,5,7668
Third Party insurance,5,7669
Comprehensive,5,7670
Zero Dep,5,7671
Third Party insurance,5,7672
Third Party,5,7673
Zero Dep,5,7674
Third Party insurance,5,7675
Comprehensive,5,7676
Third Party insurance,5,7677
Third Party,5,7678
Third Party,5,7679
Third Party insurance,5,7680
Third Party insurance,7,7681
Third Party insurance,7,7682
Third Party insurance,7,7683
Third Party insurance,5,7684
Comprehensive,5,7685
Third Party insurance,5,7686
Third Party insurance,5,7687
Third Party insurance,5,7688
Third Party insurance,5,7689
Third Party insurance,5,7690
Zero Dep,5,7691
Third Party insurance,5,7692
Comprehensive,5,7693
Comprehensive,5,7694
Third Party insurance,5,7695
Comprehensive,5,7696
Third Party insurance,5,7697
Zero Dep,5,7698
Third Party,5,7699
Third Party insurance,7,7700
Third Party insurance,5,7701
Comprehensive,5,7702
Third Party insurance,5,7703
Comprehensive,7,7704
Comprehensive,5,7705
Third Party insurance,5,7706
Third Party insurance,10,7707
Third Party insurance,5,7708
Comprehensive,5,7709
Third Party,5,7710
Comprehensive,5,7711
Third Party insurance,7,7712
Third Party insurance,5,7713
Third Party,5,7714
Third Party insurance,5,7715
Zero Dep,5,7716
Third Party insurance,5,7717
Zero Dep,5,7718
Third Party,5,7719
Third Party insurance,5,7720
Comprehensive,5,7721
Third Party insurance,5,7722
Third Party insurance,5,7723
Third Party insurance,5,7724
Third Party insurance,5,7725
Third Party insurance,5,7726
Third Party insurance,5,7727
Third Party insurance,4,7728
Third Party insurance,5,7729
Third Party,5,7730
Zero Dep,5,7731
Third Party insurance,5,7732
Third Party insurance,5,7733
Third Party insurance,5,7734
Third Party insurance,5,7735
Third Party,5,7736
Third Party insurance,8,7737
Comprehensive,5,7738
Comprehensive,5,7739
Third Party insurance,5,7740
Third Party insurance,5,7741
Third Party insurance,5,7742
Third Party insurance,5,7743
Third Party insurance,4,7744
Third Party insurance,5,7745
Third Party insurance,5,7746
Third Party insurance,7,7747
Third Party insurance,5,7748
Third Party,5,7749
Comprehensive,7,7750
Comprehensive,5,7751
Third Party insurance,5,7752
Zero Dep,5,7753
Third Party insurance,5,7754
Comprehensive,8,7755
Zero Dep,5,7756
Comprehensive,7,7757
Comprehensive,5,7758
Comprehensive,5,7759
Comprehensive,5,7760
Third Party,5,7761
Third Party insurance,5,7762
Comprehensive,5,7763
Third Party insurance,5,7764
Third Party insurance,5,7765
Third Party insurance,5,7766
Third Party insurance,5,7767
Third Party insurance,5,7768
Third Party insurance,5,7769
Zero Dep,5,7770
Zero Dep,5,7771
Third Party insurance,5,7772
Third Party,5,7773
Comprehensive,5,7774
Third Party insurance,7,7775
Third Party insurance,5,7776
Comprehensive,5,7777
Third Party insurance,5,7778
Third Party insurance,5,7779
Comprehensive,7,7780
Comprehensive,5,7781
Third Party insurance,5,7782
Third Party insurance,5,7783
Third Party insurance,7,7784
Third Party insurance,5,7785
Third Party insurance,5,7786
Third Party insurance,4,7787
Third Party insurance,5,7788
Third Party insurance,5,7789
Zero Dep,5,7790
Third Party insurance,5,7791
Zero Dep,5,7792
Comprehensive,5,7793
Third Party insurance,7,7794
Third Party insurance,5,7795
Comprehensive,5,7796
Zero Dep,5,7797
Comprehensive,5,7798
Third Party insurance,5,7799
Comprehensive,5,7800
Third Party insurance,7,7801
Third Party insurance,5,7802
Third Party insurance,5,7803
Third Party insurance,5,7804
Third Party insurance,5,7805
Third Party insurance,5,7806
Third Party insurance,5,7807
Third Party insurance,5,7808
Comprehensive,5,7809
Third Party insurance,5,7810
Third Party insurance,7,7811
Comprehensive,5,7812
Comprehensive,5,7813
Third Party insurance,5,7814
Third Party insurance,5,7815
Third Party insurance,5,7816
Comprehensive,5,7817
Comprehensive,5,7818
Third Party insurance,5,7819
Third Party insurance,5,7820
Third Party insurance,7,7821
Third Party insurance,7,7822
Third Party insurance,5,7823
Third Party insurance,5,7824
Third Party insurance,5,7825
Third Party insurance,6,7826
Third Party insurance,5,7827
Third Party insurance,5,7828
Comprehensive,5,7829
Comprehensive,5,7830
Third Party insurance,5,7831
Comprehensive,5,7832
Comprehensive,5,7833
Comprehensive,5,7834
Third Party insurance,5,7835
Comprehensive,5,7836
Comprehensive,5,7837
Comprehensive,5,7838
Third Party,5,7839
Third Party insurance,5,7840
Third Party insurance,7,7841
Third Party insurance,5,7842
Third Party insurance,5,7843
Third Party insurance,5,7844
Third Party insurance,5,7845
Third Party insurance,5,7846
Third Party insurance,5,7847
Third Party insurance,7,7848
Third Party insurance,5,7849
Third Party insurance,7,7850
Comprehensive,5,7851
Comprehensive,5,7852
Third Party insurance,5,7853
Third Party,5,7854
Third Party insurance,5,7855
Comprehensive,7,7856
Third Party insurance,5,7857
Third Party insurance,5,7858
Comprehensive,5,7859
Third Party insurance,8,7860
Third Party insurance,8,7861
Third Party insurance,5,7862
Third Party insurance,5,7863
Third Party insurance,5,7864
Third Party insurance,5,7865
Third Party insurance,5,7866
Third Party insurance,5,7867
Comprehensive,5,7868
Comprehensive,5,7869
Third Party insurance,5,7870
Comprehensive,5,7871
Comprehensive,6,7872
Third Party insurance,5,7873
Comprehensive,5,7874
Third Party insurance,5,7875
Third Party,5,7876
Third Party,5,7877
Third Party insurance,5,7878
Third Party insurance,5,7879
Third Party insurance,5,7880
Third Party insurance,7,7881
Third Party insurance,5,7882
Third Party insurance,5,7883
Third Party insurance,4,7884
Third Party insurance,5,7885
Comprehensive,7,7886
Comprehensive,5,7887
Third Party,7,7888
Comprehensive,5,7889
Third Party insurance,5,7890
Comprehensive,5,7891
Third Party insurance,5,7892
Third Party,5,7893
Third Party insurance,5,7894
Third Party,5,7895
Third Party insurance,5,7896
Third Party insurance,5,7897
Third Party insurance,5,7898
Third Party insurance,5,7899
Third Party insurance,5,7900
Third Party insurance,5,7901
Comprehensive,5,7902
Third Party insurance,5,7903
Third Party insurance,7,7904
Third Party insurance,8,7905
Third Party insurance,5,7906
Comprehensive,5,7907
Comprehensive,5,7908
Third Party insurance,5,7909
Comprehensive,5,7910
Comprehensive,5,7911
Third Party insurance,5,7912
Comprehensive,5,7913
Third Party insurance,7,7914
Comprehensive,5,7915
Comprehensive,5,7916
Third Party insurance,5,7917
Third Party insurance,5,7918
Third Party insurance,5,7919
Third Party insurance,5,7920
Third Party insurance,5,7921
Third Party insurance,4,7922
Third Party insurance,5,7923
Third Party insurance,5,7924
Comprehensive,7,7925
Third Party insurance,7,7926
Comprehensive,5,7927
Comprehensive,5,7928
Third Party insurance,5,7929
Comprehensive,6,7930
Comprehensive,5,7931
Third Party insurance,5,7932
Comprehensive,5,7933
Third Party insurance,5,7934
Comprehensive,5,7935
Comprehensive,5,7936
Third Party insurance,5,7937
Third Party insurance,4,7938
Third Party insurance,4,7939
Third Party insurance,5,7940
Third Party insurance,5,7941
Third Party insurance,8,7942
Third Party insurance,5,7943
Third Party insurance,5,7944
Third Party insurance,5,7945
Third Party insurance,5,7946
Comprehensive,5,7947
Comprehensive,5,7948
Third Party insurance,5,7949
Comprehensive,5,7950
Third Party,7,7951
Third Party insurance,5,7952
Third Party,5,7953
Comprehensive,5,7954
Third Party,5,7955
Comprehensive,5,7956
Third Party insurance,7,7957
Third Party insurance,5,7958
Third Party insurance,5,7959
Third Party insurance,5,7960
Third Party insurance,5,7961
Third Party insurance,5,7962
Comprehensive,5,7963
Third Party insurance,4,7964
Third Party insurance,5,7965
Third Party insurance,5,7966
Comprehensive,7,7967
Comprehensive,5,7968
Third Party insurance,7,7969
Third Party insurance,5,7970
Comprehensive,5,7971
Comprehensive,7,7972
Third Party insurance,5,7973
Third Party insurance,5,7974
Third Party insurance,5,7975
Comprehensive,5,7976
Third Party insurance,7,7977
Third Party insurance,5,7978
Third Party insurance,5,7979
Third Party insurance,5,7980
Comprehensive,5,7981
Third Party insurance,7,7982
Third Party insurance,7,7983
Third Party insurance,5,7984
Third Party insurance,5,7985
Third Party insurance,5,7986
Comprehensive,5,7987
Comprehensive,5,7988
Third Party insurance,5,7989
Comprehensive,5,7990
Comprehensive,5,7991
Third Party insurance,5,7992
Third Party,5,7993
Third Party insurance,7,7994
Third Party,5,7995
Third Party,5,7996
Third Party insurance,5,7997
Third Party insurance,7,7998
Comprehensive,5,7999
Third Party insurance,5,8000
Comprehensive,5,8001
Third Party insurance,5,8002
Third Party insurance,5,8003
Third Party insurance,5,8004
Third Party insurance,5,8005
Comprehensive,5,8006
Zero Dep,5,8007
Third Party,5,8008
Third Party insurance,5,8009
Third Party,5,8010
Comprehensive,5,8011
Third Party insurance,7,8012
Third Party insurance,5,8013
Comprehensive,5,8014
Comprehensive,5,8015
Comprehensive,5,8016
Third Party insurance,5,8017
Third Party insurance,5,8018
Third Party insurance,5,8019
Third Party insurance,5,8020
Third Party insurance,5,8021
Third Party insurance,5,8022
Third Party insurance,5,8023
Third Party insurance,5,8024
Third Party insurance,5,8025
Comprehensive,4,8026
Third Party,5,8027
Third Party,5,8028
Third Party insurance,5,8029
Comprehensive,5,8030
Comprehensive,5,8031
Third Party insurance,5,8032
Third Party insurance,5,8033
Comprehensive,5,8034
Comprehensive,5,8035
Comprehensive,5,8036
Third Party insurance,5,8037
Third Party insurance,5,8038
Third Party insurance,5,8039
Third Party insurance,5,8040
Third Party insurance,5,8041
Comprehensive,5,8042
Third Party insurance,5,8043
Third Party insurance,5,8044
Third Party insurance,5,8045
Third Party insurance,5,8046
Comprehensive,5,8047
Comprehensive,5,8048
Third Party insurance,5,8049
Zero Dep,5,8050
Third Party insurance,5,8051
Zero Dep,5,8052
Third Party insurance,5,8053
Third Party insurance,5,8054
Zero Dep,5,8055
Comprehensive,5,8056
Third Party insurance,5,8057
Third Party insurance,5,8058
Third Party insurance,5,8059
Third Party insurance,5,8060
Third Party insurance,5,8061
Third Party insurance,5,8062
Third Party insurance,5,8063
Third Party insurance,,8064
Third Party insurance,5,8065
Third Party insurance,5,8066
Third Party insurance,5,8067
Zero Dep,5,8068
Third Party insurance,5,8069
Third Party insurance,5,8070
Comprehensive,5,8071
Third Party insurance,5,8072
Comprehensive,5,8073
Third Party,5,8074
Third Party insurance,5,8075
Third Party insurance,9,8076
Third Party insurance,5,8077
Third Party insurance,5,8078
Third Party insurance,5,8079
Third Party insurance,5,8080
Third Party insurance,5,8081
Third Party insurance,5,8082
Third Party insurance,5,8083
Third Party insurance,5,8084
Third Party insurance,5,8085
Comprehensive,5,8086
Third Party insurance,7,8087
Third Party insurance,5,8088
Comprehensive,5,8089
Third Party insurance,5,8090
Comprehensive,5,8091
Third Party insurance,5,8092
Comprehensive,5,8093
Comprehensive,5,8094
Third Party insurance,7,8095
Third Party insurance,5,8096
Third Party insurance,5,8097
Comprehensive,5,8098
Comprehensive,5,8099
Third Party insurance,5,8100
Third Party insurance,5,8101
Third Party insurance,5,8102
Comprehensive,5,8103
Comprehensive,5,8104
Third Party insurance,5,8105
Third Party,5,8106
Comprehensive,5,8107
Comprehensive,5,8108
Third Party insurance,5,8109
Comprehensive,5,8110
Third Party insurance,5,8111
Comprehensive,5,8112
Comprehensive,7,8113
Third Party insurance,6,8114
Comprehensive,5,8115
Comprehensive,5,8116
Comprehensive,7,8117
Third Party insurance,5,8118
Comprehensive,7,8119
Third Party,5,8120
Comprehensive,5,8121
Third Party insurance,5,8122
Comprehensive,7,8123
Comprehensive,5,8124
Comprehensive,5,8125
Comprehensive,5,8126
Comprehensive,5,8127
Comprehensive,5,8128
Comprehensive,5,8129
Comprehensive,5,8130
Third Party insurance,5,8131
Comprehensive,5,8132
Comprehensive,5,8133
Comprehensive,5,8134
Comprehensive,5,8135
Third Party insurance,5,8136
Comprehensive,5,8137
Comprehensive,5,8138
Comprehensive,5,8139
Comprehensive,5,8140
Third Party insurance,5,8141
Comprehensive,5,8142
Third Party insurance,5,8143
Comprehensive,5,8144
Comprehensive,5,8145
Comprehensive,5,8146
Comprehensive,5,8147
Comprehensive,5,8148
Third Party,5,8149
Third Party insurance,7,8150
Third Party,5,8151
Third Party,5,8152
Comprehensive,5,8153
